station_id,station_name,network,city,state,latitude,longitude,location_type,charger_type,power_kw,num_chargers,operating_hours,payment_methods,amenities,status,cost_per_unit,parking_fee
EV1131,Bangalore Hotel - 27,BluSmart,Bangalore,Karnataka,12.906534,77.688745,Hotel,Bharat AC-001,3.3,2,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,11.01,20
EV1132,Bangalore Tech Park - 28,Reliance BP,Bangalore,Karnataka,12.97307,77.669958,Tech Park,AC Type 2,11.0,8,24/7,"App, Card, UPI",WiFi,Operational,13.32,20
EV1133,Bangalore Metro Station - 29,IOCL,Bangalore,Karnataka,13.02731,77.525367,Metro Station,Bharat AC-001,7.4,2,8 AM - 10 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,11.8,30
EV1134,Bangalore Hotel - 30,BluSmart,Bangalore,Karnataka,12.978721,77.616468,Hotel,Bharat AC-001,11.0,2,24/7,"App, Card, UPI","WiFi, Restroom",Operational,11.34,20
EV1135,Bangalore Tech Park - 31,Kazam EV,Bangalore,Karnataka,12.936973,77.569412,Tech Park,Bharat DC-001,50.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,12.16,50
EV1136,Bangalore Petrol Pump - 32,Magenta Power,Bangalore,Karnataka,12.937104,77.575415,Petrol Pump,Bharat AC-001,3.3,2,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe, Restroom, Waiting Area",Operational,14.42,50
EV1137,Bangalore Metro Station - 33,Reliance BP,Bangalore,Karnataka,13.066851,77.71888,Metro Station,CCS2,100.0,3,9 AM - 9 PM,"App, Card, UPI",Cafe,Operational,14.52,50
EV1138,Bangalore Airport - 34,Ather Grid,Bangalore,Karnataka,13.06963,77.560423,Airport,CCS2,100.0,2,9 AM - 9 PM,"App, Card, UPI",Restroom,Operational,14.09,30
EV1139,Bangalore Residential Complex - 35,Tata Power EZ Charge,Bangalore,Karnataka,12.864618,77.704011,Residential Complex,Bharat DC-001,25.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom",Operational,9.67,50
EV1140,Bangalore Office Complex - 36,IOCL,Bangalore,Karnataka,13.056627,77.556069,Office Complex,AC Type 2,11.0,8,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe",Operational,9.68,0
EV1141,Bangalore Residential Complex - 37,Statiq,Bangalore,Karnataka,12.888559,77.66037,Residential Complex,CCS2,60.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,9.15,30
EV1142,Bangalore Hotel - 38,HPCL,Bangalore,Karnataka,12.957352,77.45224,Hotel,CHAdeMO,60.0,4,24/7,"App, Card, UPI",None,Operational,8.82,20
EV1143,Bangalore Airport - 39,Revolt Motors,Bangalore,Karnataka,12.8672,77.660519,Airport,Bharat DC-001,25.0,4,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,12.63,50
EV1144,Bangalore Hotel - 40,IOCL,Bangalore,Karnataka,12.862062,77.52289,Hotel,Bharat AC-001,3.3,1,24/7,"App, Card, UPI","WiFi, Cafe, Restroom",Operational,14.09,20
EV1145,Bangalore Hospital - 41,Magenta Power,Bangalore,Karnataka,12.961504,77.441314,Hospital,CHAdeMO,50.0,4,9 AM - 9 PM,"App, Card, UPI","Cafe, Restroom",Operational,11.93,20
EV1146,Bangalore Metro Station - 42,HPCL,Bangalore,Karnataka,13.042947,77.465706,Metro Station,CCS2,100.0,2,9 AM - 9 PM,"App, Card, UPI",Waiting Area,Operational,9.41,20
EV1147,Bangalore Hotel - 43,Ola Electric,Bangalore,Karnataka,12.992657,77.438538,Hotel,AC Type 2,7.4,3,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe",Operational,10.79,50
EV1148,Bangalore Tourist Spot - 44,Reliance BP,Bangalore,Karnataka,12.936608,77.51225,Tourist Spot,AC Type 2,22.0,3,24/7,"App, Card, UPI","Cafe, Restroom",Operational,12.02,20
EV1149,Bangalore Restaurant - 45,ChargeZone,Bangalore,Karnataka,12.860835,77.455418,Restaurant,Bharat AC-001,22.0,2,6 AM - 11 PM,"App, Card, UPI","Cafe, Restroom",Operational,8.25,50
EV1150,Bangalore Tech Park - 46,Statiq,Bangalore,Karnataka,13.073055,77.431196,Tech Park,Bharat DC-001,150.0,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,10.89,30
EV1151,Bangalore Residential Complex - 47,BPCL,Bangalore,Karnataka,13.014645,77.752634,Residential Complex,AC Type 2,7.4,1,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,12.2,30
EV1152,Bangalore Petrol Pump - 48,Ola Electric,Bangalore,Karnataka,13.053136,77.551233,Petrol Pump,AC Type 2,3.3,1,24/7,"App, Card, UPI","WiFi, Cafe",Operational,10.95,0
EV1153,Bangalore Shopping Mall - 49,ChargeZone,Bangalore,Karnataka,12.915093,77.606576,Shopping Mall,AC Type 2,3.3,3,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,13.07,30
EV1154,Bangalore Residential Complex - 50,HPCL,Bangalore,Karnataka,12.961086,77.413779,Residential Complex,Bharat AC-001,11.0,3,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,13.58,20
EV1155,Pune Tech Park - 1,Kazam EV,Pune,Maharashtra,18.639348,73.710713,Tech Park,Bharat AC-001,3.3,3,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom, Waiting Area",Operational,11.22,30
EV1156,Pune Residential Complex - 2,ChargeZone,Pune,Maharashtra,18.574927,73.86482,Residential Complex,AC Type 2,11.0,3,6 AM - 11 PM,"App, Card, UPI",Restroom,Operational,12.06,0
EV1157,Pune Metro Station - 3,IOCL,Pune,Maharashtra,18.622294,73.961969,Metro Station,CHAdeMO,25.0,1,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,8.97,50
EV1158,Pune Highway Rest Stop - 4,Magenta Power,Pune,Maharashtra,18.572094,73.83339,Highway Rest Stop,CHAdeMO,60.0,2,24/7,"App, Card, UPI",WiFi,Operational,10.05,50
EV1159,Pune Shopping Mall - 5,Revolt Motors,Pune,Maharashtra,18.474215,73.998483,Shopping Mall,CHAdeMO,100.0,2,24/7,"App, Card, UPI","WiFi, Cafe",Operational,13.77,0
EV1160,Pune Metro Station - 6,Fortum Charge & Drive,Pune,Maharashtra,18.610159,73.922069,Metro Station,AC Type 2,22.0,2,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe",Operational,8.83,0
EV1161,Pune Hospital - 7,Ola Electric,Pune,Maharashtra,18.536895,73.991926,Hospital,Bharat DC-001,150.0,3,8 AM - 10 PM,"App, Card, UPI","WiFi, Restroom",Operational,9.97,30
EV1162,Pune Tourist Spot - 8,Fortum Charge & Drive,Pune,Maharashtra,18.597657,73.755762,Tourist Spot,CCS2,150.0,1,24/7,"App, Card, UPI",Waiting Area,Operational,11.46,30
EV1163,Pune Tech Park - 9,Statiq,Pune,Maharashtra,18.639209,73.766263,Tech Park,CCS2,150.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,9.49,20
EV1164,Pune Metro Station - 10,ChargeZone,Pune,Maharashtra,18.539531,73.955368,Metro Station,Bharat AC-001,22.0,2,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe, Restroom",Operational,12.02,20
EV1165,Pune Restaurant - 11,Fortum Charge & Drive,Pune,Maharashtra,18.607019,73.777042,Restaurant,CHAdeMO,25.0,3,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,13.17,20
EV1166,Pune Airport - 12,BPCL,Pune,Maharashtra,18.541976,73.802408,Airport,Bharat AC-001,22.0,4,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,12.31,30
EV1167,Pune Office Complex - 13,ChargeZone,Pune,Maharashtra,18.674334,73.93442,Office Complex,CCS2,60.0,2,6 AM - 11 PM,"App, Card, UPI",None,Operational,13.37,0
EV1168,Pune Petrol Pump - 14,Statiq,Pune,Maharashtra,18.621605,73.883347,Petrol Pump,Bharat AC-001,11.0,4,6 AM - 11 PM,"App, Card, UPI",Restroom,Operational,14.52,50
EV1169,Pune Shopping Mall - 15,Ather Grid,Pune,Maharashtra,18.589033,73.8834,Shopping Mall,Bharat DC-001,60.0,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,14.62,20
EV1170,Pune Airport - 16,Statiq,Pune,Maharashtra,18.43269,73.884896,Airport,CHAdeMO,100.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom",Operational,14.92,0
EV1171,Pune Petrol Pump - 17,ChargeZone,Pune,Maharashtra,18.472429,73.977889,Petrol Pump,Bharat DC-001,100.0,2,24/7,"App, Card, UPI","WiFi, Waiting Area",Operational,14.52,30
EV1172,Pune Airport - 18,IOCL,Pune,Maharashtra,18.556316,73.945961,Airport,Bharat AC-001,3.3,6,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe, Waiting Area",Operational,12.65,50
EV1173,Pune Restaurant - 19,Fortum Charge & Drive,Pune,Maharashtra,18.5203,73.780677,Restaurant,Bharat AC-001,3.3,3,24/7,"App, Card, UPI",WiFi,Operational,9.95,50
EV1174,Pune Shopping Mall - 20,IOCL,Pune,Maharashtra,18.618188,73.991487,Shopping Mall,Bharat DC-001,60.0,3,8 AM - 10 PM,"App, Card, UPI",Cafe,Operational,9.65,50
EV1175,Pune Airport - 21,Exicom,Pune,Maharashtra,18.495263,73.763849,Airport,CCS2,100.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,11.74,50
EV1176,Pune Petrol Pump - 22,Statiq,Pune,Maharashtra,18.446244,73.987181,Petrol Pump,CHAdeMO,50.0,4,24/7,"App, Card, UPI",None,Under Maintenance,11.36,20
EV1177,Pune Residential Complex - 23,Exicom,Pune,Maharashtra,18.588307,73.957855,Residential Complex,Bharat DC-001,60.0,8,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,14.8,30
EV1178,Pune Shopping Mall - 24,BluSmart,Pune,Maharashtra,18.473579,73.719782,Shopping Mall,CCS2,50.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,9.04,30
EV1179,Pune Petrol Pump - 25,Tata Power EZ Charge,Pune,Maharashtra,18.497457,73.95835,Petrol Pump,AC Type 2,11.0,6,24/7,"App, Card, UPI",WiFi,Operational,8.96,50
EV1180,Pune Tech Park - 26,ChargeZone,Pune,Maharashtra,18.506772,73.97278,Tech Park,Bharat AC-001,22.0,6,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,11.89,0
EV1181,Pune Airport - 27,Statiq,Pune,Maharashtra,18.416668,73.958058,Airport,CCS2,60.0,6,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,13.87,0
EV1182,Pune Tourist Spot - 28,Fortum Charge & Drive,Pune,Maharashtra,18.458868,73.938762,Tourist Spot,AC Type 2,7.4,3,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,12.32,30
EV1183,Pune Highway Rest Stop - 29,Ola Electric,Pune,Maharashtra,18.56793,73.97361,Highway Rest Stop,AC Type 2,3.3,2,24/7,"App, Card, UPI","Cafe, Restroom",Operational,9.57,0
EV1184,Pune Metro Station - 30,HPCL,Pune,Maharashtra,18.498312,73.90687,Metro Station,Bharat DC-001,150.0,1,9 AM - 9 PM,"App, Card, UPI",None,Operational,8.39,20
EV1185,Pune Petrol Pump - 31,Kazam EV,Pune,Maharashtra,18.605606,73.81262,Petrol Pump,Bharat DC-001,100.0,1,6 AM - 11 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,11.01,50
EV1186,Pune Hotel - 32,Magenta Power,Pune,Maharashtra,18.431229,73.836693,Hotel,CHAdeMO,100.0,2,6 AM - 11 PM,"App, Card, UPI",Waiting Area,Operational,14.5,20
EV1187,Pune Restaurant - 33,Ola Electric,Pune,Maharashtra,18.411313,73.807757,Restaurant,CCS2,100.0,6,24/7,"App, Card, UPI",WiFi,Operational,10.55,0
EV1188,Pune Shopping Mall - 34,ChargeZone,Pune,Maharashtra,18.428627,73.811741,Shopping Mall,AC Type 2,7.4,2,24/7,"App, Card, UPI",WiFi,Operational,13.82,50
EV1189,Pune Highway Rest Stop - 35,Kazam EV,Pune,Maharashtra,18.679259,73.97325,Highway Rest Stop,Bharat AC-001,11.0,8,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom",Operational,11.03,0
EV1190,Hyderabad Hospital - 1,Ather Grid,Hyderabad,Telangana,17.477725,78.467823,Hospital,Bharat AC-001,22.0,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,14.18,20
EV1191,Hyderabad Highway Rest Stop - 2,ChargeZone,Hyderabad,Telangana,17.427913,78.384085,Highway Rest Stop,CHAdeMO,100.0,1,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe, Waiting Area",Operational,10.04,0
EV1192,Hyderabad Airport - 3,BluSmart,Hyderabad,Telangana,17.452315,78.45232,Airport,AC Type 2,22.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,14.31,30
EV1193,Hyderabad Shopping Mall - 4,Tata Power EZ Charge,Hyderabad,Telangana,17.412518,78.479776,Shopping Mall,AC Type 2,3.3,4,9 AM - 9 PM,"App, Card, UPI",None,Operational,14.25,30
EV1194,Hyderabad Highway Rest Stop - 5,Ola Electric,Hyderabad,Telangana,17.321873,78.447749,Highway Rest Stop,CCS2,25.0,2,24/7,"App, Card, UPI",None,Operational,14.96,0
EV1195,Hyderabad Tech Park - 6,Ather Grid,Hyderabad,Telangana,17.483138,78.33124,Tech Park,Bharat AC-001,11.0,4,6 AM - 11 PM,"App, Card, UPI",None,Operational,11.25,20
EV1196,Hyderabad Restaurant - 7,Ola Electric,Hyderabad,Telangana,17.414553,78.355188,Restaurant,CCS2,50.0,2,6 AM - 11 PM,"App, Card, UPI","Cafe, Waiting Area",Operational,14.71,30
EV1197,Hyderabad Tourist Spot - 8,Tata Power EZ Charge,Hyderabad,Telangana,17.413534,78.37102,Tourist Spot,CCS2,150.0,3,6 AM - 11 PM,"App, Card, UPI",None,Operational,14.53,30
EV1198,Hyderabad Metro Station - 9,Tata Power EZ Charge,Hyderabad,Telangana,17.324823,78.389486,Metro Station,Bharat DC-001,25.0,3,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,8.59,20
EV1199,Hyderabad Hospital - 10,BluSmart,Hyderabad,Telangana,17.362956,78.331714,Hospital,AC Type 2,3.3,2,9 AM - 9 PM,"App, Card, UPI",Waiting Area,Operational,8.42,50
EV1200,Hyderabad Airport - 11,Ola Electric,Hyderabad,Telangana,17.451,78.578949,Airport,AC Type 2,22.0,2,6 AM - 11 PM,"App, Card, UPI",Restroom,Operational,9.67,20
EV1201,Hyderabad Residential Complex - 12,BPCL,Hyderabad,Telangana,17.440056,78.548777,Residential Complex,Bharat DC-001,100.0,1,9 AM - 9 PM,"App, Card, UPI",Waiting Area,Operational,11.88,20
EV1202,Hyderabad Office Complex - 13,Reliance BP,Hyderabad,Telangana,17.486307,78.504015,Office Complex,CCS2,100.0,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,11.77,30
EV1203,Hyderabad Tourist Spot - 14,Ather Grid,Hyderabad,Telangana,17.396734,78.355298,Tourist Spot,CCS2,150.0,3,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,9.81,20
EV1204,Hyderabad Airport - 15,Statiq,Hyderabad,Telangana,17.452525,78.300363,Airport,AC Type 2,22.0,3,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,11.61,20
EV1205,Hyderabad Metro Station - 16,Tata Power EZ Charge,Hyderabad,Telangana,17.3405,78.346481,Metro Station,Bharat DC-001,60.0,4,24/7,"App, Card, UPI","WiFi, Restroom",Operational,9.71,50
EV1206,Hyderabad Highway Rest Stop - 17,Tata Power EZ Charge,Hyderabad,Telangana,17.428586,78.303673,Highway Rest Stop,CCS2,25.0,6,24/7,"App, Card, UPI",Restroom,Operational,10.46,50
EV1207,Hyderabad Tech Park - 18,Ather Grid,Hyderabad,Telangana,17.451341,78.385672,Tech Park,CHAdeMO,60.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom",Operational,9.63,20
EV1208,Hyderabad Hotel - 19,HPCL,Hyderabad,Telangana,17.402974,78.355535,Hotel,CCS2,25.0,3,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,13.75,30
EV1209,Hyderabad Metro Station - 20,BluSmart,Hyderabad,Telangana,17.319396,78.406826,Metro Station,Bharat DC-001,25.0,3,6 AM - 11 PM,"App, Card, UPI",None,Operational,9.73,30
EV1210,Hyderabad Restaurant - 21,Fortum Charge & Drive,Hyderabad,Telangana,17.408247,78.354766,Restaurant,AC Type 2,22.0,3,6 AM - 11 PM,"App, Card, UPI",Restroom,Operational,14.46,30
EV1211,Hyderabad Hotel - 22,Magenta Power,Hyderabad,Telangana,17.359362,78.552741,Hotel,Bharat DC-001,25.0,2,24/7,"App, Card, UPI",None,Operational,15.0,20
EV1212,Hyderabad Hotel - 23,BPCL,Hyderabad,Telangana,17.449562,78.41359,Hotel,AC Type 2,22.0,2,9 AM - 9 PM,"App, Card, UPI","Cafe, Waiting Area",Operational,12.45,30
EV1213,Hyderabad Restaurant - 24,BPCL,Hyderabad,Telangana,17.468493,78.363001,Restaurant,AC Type 2,11.0,3,8 AM - 10 PM,"App, Card, UPI","Cafe, Restroom",Operational,11.24,20
EV1214,Hyderabad Hotel - 25,Exicom,Hyderabad,Telangana,17.345647,78.507728,Hotel,CCS2,25.0,2,6 AM - 11 PM,"App, Card, UPI",None,Operational,11.45,20
EV1215,Hyderabad Hotel - 26,IOCL,Hyderabad,Telangana,17.35404,78.440046,Hotel,Bharat DC-001,150.0,3,24/7,"App, Card, UPI","Cafe, Restroom",Operational,8.76,0
EV1216,Hyderabad Airport - 27,Reliance BP,Hyderabad,Telangana,17.41932,78.408675,Airport,Bharat AC-001,7.4,3,24/7,"App, Card, UPI",None,Operational,12.27,30
EV1217,Hyderabad Petrol Pump - 28,Ather Grid,Hyderabad,Telangana,17.358612,78.403777,Petrol Pump,Bharat AC-001,3.3,3,6 AM - 11 PM,"App, Card, UPI",Waiting Area,Operational,12.15,30
EV1218,Hyderabad Office Complex - 29,HPCL,Hyderabad,Telangana,17.308045,78.555085,Office Complex,AC Type 2,3.3,3,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,14.91,0
EV1219,Hyderabad Tech Park - 30,Reliance BP,Hyderabad,Telangana,17.408627,78.440757,Tech Park,Bharat DC-001,150.0,3,6 AM - 11 PM,"App, Card, UPI",None,Operational,9.27,50
EV1220,Hyderabad Airport - 31,Ather Grid,Hyderabad,Telangana,17.480663,78.514027,Airport,Bharat AC-001,3.3,3,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,9.44,50
EV1221,Hyderabad Tech Park - 32,HPCL,Hyderabad,Telangana,17.403573,78.343915,Tech Park,AC Type 2,11.0,3,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,11.9,50
EV1222,Hyderabad Highway Rest Stop - 33,Magenta Power,Hyderabad,Telangana,17.345263,78.469519,Highway Rest Stop,CCS2,50.0,1,24/7,"App, Card, UPI","WiFi, Waiting Area",Operational,13.52,30
EV1223,Hyderabad Office Complex - 34,Ola Electric,Hyderabad,Telangana,17.446407,78.421419,Office Complex,Bharat AC-001,22.0,6,6 AM - 11 PM,"App, Card, UPI",None,Operational,13.39,20
EV1224,Hyderabad Highway Rest Stop - 35,HPCL,Hyderabad,Telangana,17.399152,78.584185,Highway Rest Stop,Bharat DC-001,60.0,1,24/7,"App, Card, UPI","WiFi, Cafe",Operational,14.39,30
EV1225,Hyderabad Petrol Pump - 36,Revolt Motors,Hyderabad,Telangana,17.418045,78.309874,Petrol Pump,AC Type 2,11.0,2,24/7,"App, Card, UPI",WiFi,Operational,14.2,50
EV1226,Hyderabad Airport - 37,Kazam EV,Hyderabad,Telangana,17.381991,78.43236,Airport,Bharat DC-001,60.0,4,6 AM - 11 PM,"App, Card, UPI","Cafe, Restroom, Waiting Area",Operational,10.48,0
EV1227,Hyderabad Airport - 38,HPCL,Hyderabad,Telangana,17.451299,78.320299,Airport,CHAdeMO,150.0,6,24/7,"App, Card, UPI","WiFi, Waiting Area",Operational,13.32,50
EV1228,Hyderabad Tourist Spot - 39,Fortum Charge & Drive,Hyderabad,Telangana,17.330694,78.560483,Tourist Spot,Bharat DC-001,60.0,1,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,11.1,20
EV1229,Hyderabad Highway Rest Stop - 40,Reliance BP,Hyderabad,Telangana,17.300838,78.525351,Highway Rest Stop,Bharat AC-001,11.0,3,24/7,"App, Card, UPI",WiFi,Operational,8.65,0
EV1230,Chennai Highway Rest Stop - 1,IOCL,Chennai,Tamil Nadu,13.101472,80.201194,Highway Rest Stop,CHAdeMO,100.0,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,10.82,30
EV1231,Chennai Restaurant - 2,Reliance BP,Chennai,Tamil Nadu,13.116056,80.217392,Restaurant,CHAdeMO,100.0,6,24/7,"App, Card, UPI",Waiting Area,Operational,10.93,20
EV1232,Chennai Restaurant - 3,Ather Grid,Chennai,Tamil Nadu,12.905627,80.182671,Restaurant,Bharat DC-001,25.0,2,24/7,"App, Card, UPI",None,Operational,12.91,30
EV1233,Chennai Highway Rest Stop - 4,Statiq,Chennai,Tamil Nadu,13.037099,80.240534,Highway Rest Stop,Bharat DC-001,25.0,4,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,9.61,50
EV1234,Chennai Shopping Mall - 5,Fortum Charge & Drive,Chennai,Tamil Nadu,13.086218,80.231036,Shopping Mall,CHAdeMO,150.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,11.39,50
EV1235,Chennai Tech Park - 6,Exicom,Chennai,Tamil Nadu,13.057517,80.157015,Tech Park,CHAdeMO,100.0,4,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,12.85,0
EV1236,Chennai Hotel - 7,Magenta Power,Chennai,Tamil Nadu,12.945005,80.233163,Hotel,AC Type 2,3.3,1,9 AM - 9 PM,"App, Card, UPI",None,Operational,8.69,0
EV1237,Chennai Highway Rest Stop - 8,Fortum Charge & Drive,Chennai,Tamil Nadu,13.142223,80.236263,Highway Rest Stop,CCS2,25.0,1,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,13.57,30
EV1238,Chennai Hotel - 9,Tata Power EZ Charge,Chennai,Tamil Nadu,12.993568,80.143757,Hotel,Bharat DC-001,60.0,2,24/7,"App, Card, UPI",Cafe,Operational,10.11,50
EV1239,Chennai Residential Complex - 10,Reliance BP,Chennai,Tamil Nadu,12.994615,80.183504,Residential Complex,Bharat DC-001,60.0,3,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe",Operational,10.24,20
EV1240,Chennai Restaurant - 11,Reliance BP,Chennai,Tamil Nadu,12.942122,80.135699,Restaurant,Bharat DC-001,50.0,1,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,9.38,0
EV1241,Chennai Restaurant - 12,Statiq,Chennai,Tamil Nadu,12.97529,80.180991,Restaurant,CCS2,100.0,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,11.08,20
EV1242,Chennai Metro Station - 13,Exicom,Chennai,Tamil Nadu,12.979106,80.134704,Metro Station,Bharat AC-001,3.3,2,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe",Operational,14.67,50
EV1243,Chennai Hotel - 14,Reliance BP,Chennai,Tamil Nadu,13.132779,80.235042,Hotel,AC Type 2,7.4,4,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,9.07,50
EV1244,Chennai Office Complex - 15,Tata Power EZ Charge,Chennai,Tamil Nadu,12.998497,80.213456,Office Complex,Bharat DC-001,100.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,9.48,0
EV1245,Chennai Tech Park - 16,IOCL,Chennai,Tamil Nadu,12.934693,80.249226,Tech Park,Bharat DC-001,60.0,1,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe, Restroom",Operational,9.47,50
EV1246,Chennai Tech Park - 17,Statiq,Chennai,Tamil Nadu,13.097978,80.130982,Tech Park,CHAdeMO,100.0,1,9 AM - 9 PM,"App, Card, UPI",None,Operational,9.24,0
EV1247,Chennai Hospital - 18,Kazam EV,Chennai,Tamil Nadu,13.130053,80.147047,Hospital,CCS2,60.0,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,12.9,30
EV1248,Chennai Office Complex - 19,Ather Grid,Chennai,Tamil Nadu,12.943247,80.278595,Office Complex,Bharat DC-001,50.0,2,6 AM - 11 PM,"App, Card, UPI","Cafe, Waiting Area",Operational,10.3,0
EV1249,Chennai Metro Station - 20,Kazam EV,Chennai,Tamil Nadu,12.967592,80.16419,Metro Station,CCS2,50.0,3,6 AM - 11 PM,"App, Card, UPI",None,Operational,8.67,30
EV1250,Chennai Airport - 21,BPCL,Chennai,Tamil Nadu,13.119407,80.203466,Airport,Bharat AC-001,22.0,3,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,10.55,30
EV1251,Chennai Tourist Spot - 22,Kazam EV,Chennai,Tamil Nadu,13.185879,80.154537,Tourist Spot,CCS2,50.0,3,24/7,"App, Card, UPI","WiFi, Restroom",Operational,14.38,30
EV1252,Chennai Office Complex - 23,Ather Grid,Chennai,Tamil Nadu,13.122348,80.183798,Office Complex,CCS2,60.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,14.13,20
EV1253,Chennai Restaurant - 24,Kazam EV,Chennai,Tamil Nadu,12.907284,80.267455,Restaurant,CHAdeMO,60.0,4,9 AM - 9 PM,"App, Card, UPI",Waiting Area,Operational,12.67,30
EV1254,Chennai Metro Station - 25,HPCL,Chennai,Tamil Nadu,13.009514,80.110384,Metro Station,CHAdeMO,60.0,1,24/7,"App, Card, UPI",Cafe,Operational,10.96,50
EV1255,Chennai Residential Complex - 26,Ola Electric,Chennai,Tamil Nadu,13.001909,80.175244,Residential Complex,Bharat DC-001,50.0,3,24/7,"App, Card, UPI",None,Operational,14.41,0
EV1256,Chennai Tech Park - 27,Statiq,Chennai,Tamil Nadu,13.03113,80.114889,Tech Park,CHAdeMO,25.0,3,24/7,"App, Card, UPI",Cafe,Operational,14.58,0
EV1257,Chennai Residential Complex - 28,HPCL,Chennai,Tamil Nadu,13.168172,80.188177,Residential Complex,CHAdeMO,150.0,4,8 AM - 10 PM,"App, Card, UPI",Waiting Area,Operational,9.59,30
EV1258,Chennai Highway Rest Stop - 29,Magenta Power,Chennai,Tamil Nadu,13.182795,80.151533,Highway Rest Stop,AC Type 2,22.0,3,9 AM - 9 PM,"App, Card, UPI",None,Operational,11.09,50
EV1259,Chennai Tourist Spot - 30,Exicom,Chennai,Tamil Nadu,12.952525,80.268302,Tourist Spot,AC Type 2,11.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom, Waiting Area",Operational,11.48,50
EV1260,Chennai Restaurant - 31,IOCL,Chennai,Tamil Nadu,13.11905,80.175419,Restaurant,AC Type 2,7.4,3,24/7,"App, Card, UPI",WiFi,Operational,13.92,0
EV1261,Chennai Metro Station - 32,Tata Power EZ Charge,Chennai,Tamil Nadu,13.055885,80.143628,Metro Station,CHAdeMO,60.0,2,8 AM - 10 PM,"App, Card, UPI",Cafe,Operational,9.77,0
EV1262,Chennai Tourist Spot - 33,Reliance BP,Chennai,Tamil Nadu,12.976633,80.262045,Tourist Spot,AC Type 2,3.3,1,8 AM - 10 PM,"App, Card, UPI",Cafe,Operational,13.47,0
EV1263,Chennai Petrol Pump - 34,Reliance BP,Chennai,Tamil Nadu,13.169617,80.188094,Petrol Pump,CHAdeMO,100.0,3,6 AM - 11 PM,"App, Card, UPI",Waiting Area,Operational,11.85,50
